Document_name 	 Actual Class 	 Predicted Class
10743	comp.os.ms-windows.misc	comp.windows.x
53771	rec.sport.hockey	rec.sport.hockey
53770	rec.sport.hockey	rec.sport.hockey
104801	rec.motorcycles	rec.motorcycles
104800	rec.motorcycles	rec.motorcycles
58961	sci.med	sci.med
58967	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware
104804	rec.motorcycles	rec.motorcycles
104807	rec.motorcycles	rec.motorcycles
58788	sci.med	sci.med
54206	rec.sport.hockey	rec.sport.hockey
104808	rec.motorcycles	rec.motorcycles
54204	rec.sport.hockey	rec.sport.hockey
58784	sci.med	sci.med
58783	sci.med	sci.med
54200	rec.sport.hockey	rec.sport.hockey
54201	rec.sport.hockey	rec.sport.hockey
38608	comp.graphics	comp.graphics
38609	comp.graphics	comp.graphics
38601	comp.graphics	comp.graphics
38602	comp.graphics	comp.graphics
38604	comp.graphics	comp.graphics
10794	comp.os.ms-windows.misc	comp.graphics
38607	comp.graphics	comp.graphics
102753	rec.autos	rec.autos
102751	rec.autos	rec.autos
83435	talk.religion.misc	talk.religion.misc
102756	rec.autos	rec.autos
83436	talk.religion.misc	talk.politics.misc
102758	rec.autos	rec.autos
83617	talk.religion.misc	talk.religion.misc
39632	comp.graphics	comp.graphics
39633	comp.graphics	comp.graphics
67148	comp.windows.x	comp.windows.x
67146	comp.windows.x	comp.windows.x
67145	comp.windows.x	comp.windows.x
67141	comp.windows.x	comp.windows.x
67140	comp.windows.x	comp.windows.x
59569	sci.med	sci.med
59565	sci.med	sci.med
59560	sci.med	sci.med
59561	sci.med	sci.med
103496	rec.autos	rec.autos
76229	misc.forsale	talk.religion.misc
76224	misc.forsale	misc.forsale
76225	misc.forsale	sci.space
76221	misc.forsale	misc.forsale
76222	talk.politics.mideast	talk.politics.mideast
50458	comp.sys.mac.hardware	comp.graphics
178851	talk.politics.misc	talk.politics.misc
50455	comp.sys.mac.hardware	comp.sys.mac.hardware
50452	comp.sys.mac.hardware	misc.forsale
50451	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
50450	comp.sys.mac.hardware	comp.sys.mac.hardware
61019	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
15955	sci.crypt	sci.crypt
61013	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
77249	talk.politics.mideast	talk.politics.mideast
77247	talk.politics.mideast	talk.politics.mideast
77241	talk.politics.mideast	talk.politics.mideast
39736	comp.graphics	comp.graphics
53784	rec.sport.hockey	rec.sport.hockey
53785	rec.sport.hockey	rec.sport.hockey
53782	rec.sport.hockey	rec.sport.hockey
53781	rec.sport.hockey	rec.sport.hockey
16029	sci.crypt	sci.electronics
103244	rec.autos	rec.autos
51498	comp.sys.mac.hardware	comp.sys.ibm.pc.hardware
51499	comp.sys.mac.hardware	comp.sys.mac.hardware
103241	rec.autos	talk.politics.guns
51496	comp.sys.mac.hardware	comp.sys.mac.hardware
53789	rec.sport.hockey	rec.sport.hockey
51492	comp.sys.mac.hardware	comp.graphics
16027	sci.crypt	sci.med
60274	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60275	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60277	comp.sys.ibm.pc.hardware	comp.sys.mac.hardware
60270	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60272	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
104584	rec.motorcycles	rec.motorcycles
104586	rec.motorcycles	rec.motorcycles
104580	rec.motorcycles	rec.motorcycles
104582	rec.motorcycles	rec.motorcycles
104583	rec.motorcycles	rec.motorcycles
61276	sci.space	sci.space
61275	sci.space	sci.space
61274	sci.space	sci.space
61273	sci.space	sci.space
61272	sci.space	talk.politics.misc
51140	alt.atheism	alt.atheism
51141	alt.atheism	alt.atheism
51146	alt.atheism	alt.atheism
51147	alt.atheism	alt.atheism
61279	sci.space	sci.space
61278	sci.space	sci.space
20849	soc.religion.christian	soc.religion.christian
20848	soc.religion.christian	soc.religion.christian
20842	soc.religion.christian	soc.religion.christian
20846	soc.religion.christian	soc.religion.christian
20844	soc.religion.christian	soc.religion.christian
53892	rec.sport.hockey	rec.sport.hockey
53891	rec.sport.hockey	rec.sport.hockey
53897	rec.sport.hockey	rec.sport.hockey
53894	rec.sport.hockey	rec.sport.hockey
53895	rec.sport.hockey	rec.sport.hockey
53899	rec.sport.hockey	rec.sport.hockey
68225	comp.windows.x	comp.windows.x
58801	sci.med	sci.med
58807	sci.med	sci.med
53099	alt.atheism	alt.atheism
10683	comp.os.ms-windows.misc	sci.electronics
9175	comp.os.ms-windows.misc	comp.windows.x
53091	alt.atheism	talk.religion.misc
9173	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9172	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9171	comp.os.ms-windows.misc	comp.windows.x
52147	comp.sys.mac.hardware	comp.sys.mac.hardware
52146	comp.sys.mac.hardware	comp.sys.mac.hardware
52145	comp.sys.mac.hardware	comp.sys.mac.hardware
52143	comp.sys.mac.hardware	comp.sys.mac.hardware
52142	comp.sys.mac.hardware	comp.sys.mac.hardware
52148	comp.sys.mac.hardware	comp.sys.mac.hardware
53234	alt.atheism	talk.religion.misc
53543	rec.sport.hockey	rec.sport.hockey
53544	rec.sport.hockey	rec.sport.hockey
53545	rec.sport.hockey	rec.sport.hockey
53546	rec.sport.hockey	rec.sport.hockey
53231	alt.atheism	alt.atheism
53549	rec.sport.hockey	rec.sport.hockey
53238	alt.atheism	alt.atheism
53239	alt.atheism	alt.atheism
9719	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9713	comp.os.ms-windows.misc	sci.crypt
176941	talk.politics.misc	talk.politics.misc
9711	comp.os.ms-windows.misc	comp.windows.x
9715	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9714	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
21468	soc.religion.christian	soc.religion.christian
21463	soc.religion.christian	soc.religion.christian
176942	talk.politics.misc	talk.politics.misc
21464	soc.religion.christian	soc.religion.christian
20595	soc.religion.christian	soc.religion.christian
20594	soc.religion.christian	soc.religion.christian
20598	soc.religion.christian	soc.religion.christian
59175	sci.med	sci.med
67082	comp.windows.x	comp.windows.x
67081	comp.windows.x	comp.windows.x
67087	comp.windows.x	comp.windows.x
67085	comp.windows.x	comp.windows.x
68300	comp.windows.x	comp.graphics
68301	comp.windows.x	comp.windows.x
68303	comp.windows.x	comp.windows.x
68304	comp.windows.x	comp.windows.x
68306	comp.windows.x	comp.sys.ibm.pc.hardware
68307	comp.windows.x	comp.windows.x
68308	comp.windows.x	comp.windows.x
15831	sci.crypt	sci.crypt
15836	sci.crypt	sci.crypt
15837	sci.crypt	sci.crypt
15839	sci.crypt	sci.crypt
178828	talk.politics.misc	talk.politics.guns
178829	talk.politics.misc	talk.politics.misc
38876	comp.graphics	comp.windows.x
178824	talk.politics.misc	talk.religion.misc
178825	talk.politics.misc	talk.religion.misc
178826	talk.politics.misc	talk.religion.misc
178827	talk.politics.misc	talk.religion.misc
178533	talk.politics.misc	talk.politics.misc
178531	talk.politics.misc	talk.politics.misc
58570	sci.med	sci.med
54012	rec.sport.hockey	rec.sport.hockey
54011	rec.sport.hockey	rec.sport.hockey
38708	comp.graphics	comp.graphics
58578	sci.med	sci.med
104621	rec.motorcycles	rec.motorcycles
62104	sci.space	sci.space
53063	alt.atheism	alt.atheism
67550	comp.windows.x	comp.windows.x
67552	comp.windows.x	comp.windows.x
67553	comp.windows.x	comp.windows.x
67558	comp.windows.x	comp.windows.x
66930	comp.windows.x	comp.windows.x
66933	comp.windows.x	comp.windows.x
178759	talk.politics.misc	talk.politics.misc
66935	comp.windows.x	comp.windows.x
66934	comp.windows.x	comp.windows.x
66937	comp.windows.x	comp.windows.x
66936	comp.windows.x	comp.windows.x
178752	talk.politics.misc	talk.politics.misc
53067	alt.atheism	alt.atheism
178750	talk.politics.misc	talk.politics.guns
21515	soc.religion.christian	soc.religion.christian
53065	alt.atheism	alt.atheism
38353	comp.graphics	comp.graphics
21512	soc.religion.christian	soc.religion.christian
59194	sci.med	sci.med
59197	sci.med	sci.med
103748	rec.autos	rec.autos
59191	sci.med	sci.med
38356	comp.graphics	comp.windows.x
103741	rec.autos	rec.autos
103036	rec.autos	rec.autos
103747	rec.autos	rec.autos
102805	rec.autos	rec.autos
103744	rec.autos	rec.autos
67330	comp.windows.x	comp.windows.x
67883	comp.windows.x	comp.windows.x
67333	comp.windows.x	comp.windows.x
67334	comp.windows.x	comp.graphics
67337	comp.windows.x	comp.sys.ibm.pc.hardware
51798	comp.sys.mac.hardware	comp.sys.mac.hardware
51794	comp.sys.mac.hardware	comp.sys.mac.hardware
51792	comp.sys.mac.hardware	comp.sys.mac.hardware
61488	sci.space	sci.space
61489	sci.space	sci.space
59221	sci.med	sci.crypt
59220	sci.med	sci.med
15308	sci.crypt	sci.crypt
59224	sci.med	sci.med
15304	sci.crypt	sci.crypt
61481	sci.space	sci.space
15306	sci.crypt	sci.crypt
15307	sci.crypt	sci.crypt
15300	sci.crypt	sci.crypt
15301	sci.crypt	sci.crypt
83884	talk.religion.misc	talk.religion.misc
83553	talk.religion.misc	talk.religion.misc
9928	comp.os.ms-windows.misc	comp.graphics
39058	comp.graphics	comp.graphics
39052	comp.graphics	comp.graphics
9921	comp.os.ms-windows.misc	comp.graphics
39050	comp.graphics	comp.graphics
9923	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9925	comp.os.ms-windows.misc	comp.windows.x
39054	comp.graphics	comp.graphics
70337	misc.forsale	misc.forsale
38261	comp.graphics	comp.graphics
21679	soc.religion.christian	soc.religion.christian
21677	soc.religion.christian	soc.religion.christian
21675	soc.religion.christian	soc.religion.christian
21674	soc.religion.christian	soc.religion.christian
38267	comp.graphics	comp.graphics
99971	rec.sport.baseball	rec.sport.baseball
74787	misc.forsale	misc.forsale
59228	sci.med	sci.med
38833	comp.graphics	misc.forsale
38832	comp.graphics	comp.graphics
38830	comp.graphics	comp.graphics
38836	comp.graphics	comp.graphics
38839	comp.graphics	comp.graphics
38838	comp.graphics	comp.graphics
52553	rec.sport.hockey	rec.sport.hockey
60429	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60421	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60425	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60424	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
38265	comp.graphics	sci.electronics
53939	rec.sport.hockey	rec.sport.hockey
104772	rec.motorcycles	rec.motorcycles
104775	rec.motorcycles	sci.space
9549	comp.os.ms-windows.misc	sci.electronics
53931	rec.sport.hockey	rec.sport.hockey
9547	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
104779	rec.motorcycles	rec.motorcycles
53932	rec.sport.hockey	rec.sport.hockey
9543	comp.os.ms-windows.misc	rec.sport.hockey
9540	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9541	comp.os.ms-windows.misc	comp.os.ms-windows.misc
104828	rec.motorcycles	rec.motorcycles
58900	sci.med	sci.med
104821	rec.motorcycles	rec.motorcycles
104820	rec.motorcycles	rec.motorcycles
104826	rec.motorcycles	rec.motorcycles
58907	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
104824	rec.motorcycles	rec.motorcycles
84508	talk.religion.misc	talk.religion.misc
84509	talk.religion.misc	talk.politics.misc
84506	talk.religion.misc	alt.atheism
60473	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
39618	comp.graphics	comp.graphics
39615	comp.graphics	comp.graphics
39617	comp.graphics	comp.graphics
21364	soc.religion.christian	soc.religion.christian
54224	rec.sport.hockey	rec.sport.hockey
54226	rec.sport.hockey	rec.sport.hockey
54220	rec.sport.hockey	rec.sport.hockey
21495	soc.religion.christian	soc.religion.christian
54223	rec.sport.hockey	rec.sport.hockey
54228	rec.sport.hockey	rec.sport.hockey
76798	misc.forsale	misc.forsale
76799	misc.forsale	misc.forsale
76029	misc.forsale	misc.forsale
76026	misc.forsale	misc.forsale
72052	rec.motorcycles	rec.motorcycles
76024	misc.forsale	misc.forsale
76025	misc.forsale	comp.sys.mac.hardware
76431	misc.forsale	misc.forsale
76023	misc.forsale	misc.forsale
76792	misc.forsale	misc.forsale
55258	talk.politics.guns	talk.politics.guns
59502	sci.med	sci.med
59503	sci.med	sci.med
59500	sci.med	sci.med
59507	sci.med	sci.med
59504	sci.med	sci.med
76249	misc.forsale	talk.politics.misc
76242	talk.politics.mideast	talk.politics.mideast
76246	misc.forsale	misc.forsale
76244	misc.forsale	misc.forsale
77328	talk.politics.mideast	talk.politics.mideast
77261	talk.politics.mideast	talk.politics.mideast
77260	talk.politics.mideast	talk.politics.mideast
77267	talk.politics.mideast	talk.politics.mideast
77266	talk.politics.mideast	talk.politics.mideast
77265	talk.politics.mideast	talk.politics.mideast
59357	sci.med	talk.politics.mideast
38346	comp.graphics	comp.graphics
103484	rec.autos	rec.autos
38227	comp.graphics	comp.graphics
59354	sci.med	sci.med
38223	comp.graphics	comp.graphics
38221	comp.graphics	comp.graphics
38229	comp.graphics	comp.graphics
59423	sci.med	sci.med
51304	alt.atheism	alt.atheism
51305	alt.atheism	alt.atheism
51306	alt.atheism	alt.atheism
51300	alt.atheism	alt.atheism
51302	alt.atheism	alt.atheism
51303	alt.atheism	alt.atheism
60478	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
51308	alt.atheism	alt.atheism
51309	alt.atheism	alt.atheism
61071	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
103261	rec.autos	rec.autos
103262	rec.autos	rec.autos
61075	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
61074	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
61077	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
103267	rec.autos	rec.autos
103268	rec.autos	rec.autos
59358	sci.med	sci.med
60212	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60213	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60211	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60216	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60217	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60214	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
60218	comp.sys.ibm.pc.hardware	comp.sys.ibm.pc.hardware
39002	comp.graphics	comp.graphics
51160	alt.atheism	alt.atheism
9674	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
51163	alt.atheism	alt.atheism
51165	alt.atheism	soc.religion.christian
51166	alt.atheism	talk.religion.misc
51167	alt.atheism	talk.religion.misc
51168	alt.atheism	talk.religion.misc
51169	alt.atheism	alt.atheism
74790	misc.forsale	misc.forsale
74795	misc.forsale	misc.forsale
39653	comp.graphics	comp.windows.x
61299	sci.space	sci.space
10109	comp.os.ms-windows.misc	comp.os.ms-windows.misc
61291	sci.space	sci.space
61290	sci.space	sci.space
61293	sci.space	sci.space
10108	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
53644	rec.sport.hockey	rec.sport.hockey
52300	comp.sys.mac.hardware	comp.sys.mac.hardware
52302	comp.sys.mac.hardware	comp.sys.mac.hardware
105168	rec.sport.baseball	rec.sport.baseball
52307	comp.sys.mac.hardware	comp.sys.mac.hardware
52306	comp.sys.mac.hardware	comp.sys.mac.hardware
52308	comp.sys.mac.hardware	comp.sys.mac.hardware
105167	rec.sport.baseball	rec.sport.baseball
105160	rec.motorcycles	rec.motorcycles
105163	rec.sport.baseball	rec.sport.baseball
105162	rec.motorcycles	rec.motorcycles
9157	comp.os.ms-windows.misc	comp.windows.x
9151	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9153	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9152	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9159	comp.os.ms-windows.misc	comp.windows.x
9158	comp.os.ms-windows.misc	comp.windows.x
9489	comp.os.ms-windows.misc	comp.graphics
9488	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9483	comp.os.ms-windows.misc	comp.graphics
9481	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9480	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9487	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9486	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9485	comp.os.ms-windows.misc	comp.graphics
9484	comp.os.ms-windows.misc	comp.windows.x
20821	soc.religion.christian	soc.religion.christian
20823	soc.religion.christian	soc.religion.christian
20827	soc.religion.christian	soc.religion.christian
20826	soc.religion.christian	soc.religion.christian
20828	soc.religion.christian	soc.religion.christian
9731	comp.os.ms-windows.misc	comp.graphics
9733	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
9735	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
53219	alt.atheism	alt.atheism
9737	comp.os.ms-windows.misc	comp.graphics
9736	comp.os.ms-windows.misc	comp.graphics
53214	alt.atheism	alt.atheism
53210	alt.atheism	alt.atheism
21440	soc.religion.christian	soc.religion.christian
21337	soc.religion.christian	soc.religion.christian
21442	soc.religion.christian	soc.religion.christian
21335	soc.religion.christian	soc.religion.christian
21332	soc.religion.christian	soc.religion.christian
21445	soc.religion.christian	soc.religion.christian
21449	soc.religion.christian	soc.religion.christian
21339	soc.religion.christian	soc.religion.christian
53246	alt.atheism	talk.religion.misc
40062	comp.graphics	comp.graphics
54261	rec.sport.hockey	rec.sport.hockey
54263	rec.sport.hockey	rec.sport.hockey
54912	talk.politics.guns	talk.politics.guns
15818	sci.crypt	sci.crypt
102657	rec.sport.baseball	rec.sport.baseball
102655	rec.sport.baseball	rec.sport.baseball
102653	rec.sport.baseball	rec.sport.baseball
15812	sci.crypt	sci.crypt
15815	sci.crypt	sci.crypt
102658	rec.sport.baseball	rec.sport.baseball
15817	sci.crypt	sci.crypt
178518	talk.politics.misc	talk.politics.misc
178519	talk.politics.misc	talk.politics.misc
54737	talk.politics.guns	talk.politics.guns
178510	talk.politics.misc	talk.politics.misc
178511	talk.politics.misc	talk.politics.misc
178515	talk.politics.misc	talk.politics.misc
54732	rec.sport.hockey	rec.sport.hockey
54073	rec.sport.hockey	rec.sport.hockey
54072	rec.sport.hockey	rec.sport.hockey
54075	rec.sport.hockey	rec.sport.hockey
54074	rec.sport.hockey	rec.sport.hockey
54077	rec.sport.hockey	rec.sport.hockey
76498	misc.forsale	rec.sport.hockey
76497	misc.forsale	misc.forsale
76495	misc.forsale	misc.forsale
76492	misc.forsale	misc.forsale
76490	misc.forsale	misc.forsale
67532	comp.windows.x	comp.windows.x
67533	comp.windows.x	comp.windows.x
67531	comp.windows.x	comp.sys.ibm.pc.hardware
67537	comp.windows.x	comp.windows.x
83990	talk.religion.misc	alt.atheism
83991	talk.religion.misc	talk.religion.misc
67538	comp.windows.x	comp.windows.x
67539	comp.windows.x	comp.windows.x
83998	talk.religion.misc	talk.religion.misc
66917	comp.windows.x	comp.windows.x
66915	comp.windows.x	comp.windows.x
66914	comp.windows.x	comp.windows.x
66912	comp.windows.x	comp.windows.x
103017	rec.autos	rec.autos
103014	rec.autos	sci.space
103012	rec.autos	sci.space
103019	rec.autos	rec.autos
59494	sci.med	sci.med
55079	talk.politics.guns	talk.politics.guns
20730	soc.religion.christian	soc.religion.christian
20885	soc.religion.christian	soc.religion.christian
50539	comp.sys.mac.hardware	comp.sys.mac.hardware
20884	soc.religion.christian	soc.religion.christian
20735	soc.religion.christian	soc.religion.christian
20882	soc.religion.christian	soc.religion.christian
59249	sci.med	comp.windows.x
59248	sci.med	sci.med
15368	sci.crypt	sci.crypt
20737	soc.religion.christian	soc.religion.christian
15362	sci.crypt	rec.sport.baseball
15363	sci.crypt	sci.crypt
15360	sci.crypt	sci.crypt
15361	sci.crypt	sci.crypt
15366	sci.crypt	sci.crypt
15364	sci.crypt	sci.crypt
15365	sci.crypt	sci.crypt
178775	talk.politics.misc	talk.politics.misc
178776	talk.politics.misc	talk.politics.misc
178773	talk.politics.misc	talk.politics.misc
178778	talk.politics.misc	talk.politics.misc
178779	talk.politics.misc	talk.politics.misc
103321	rec.autos	rec.autos
103323	rec.autos	rec.autos
9906	comp.os.ms-windows.misc	comp.windows.x
39072	comp.graphics	comp.graphics
39073	comp.graphics	sci.crypt
9903	comp.os.ms-windows.misc	comp.os.ms-windows.misc
9900	comp.os.ms-windows.misc	comp.sys.ibm.pc.hardware
